event_name,date_location,attendees,goals,source_url,primary_industry,secondary_industry,event_type,featured,company_stages
"International Conference on Recent Advances in Science, Technology & Engineering (ICRASTE)","30 Dec - Cebu, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1331454,Technology,,Conference,False,Planning Transformation
International Conference on Recent Developments in Social Science and Business Management (ICRDSSBM),"30 Dec - Cebu, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1331455,Government & Public Sector,,Conference,False,Exploring Solutions
International Conference on Software Engineering and Computer Science (ICSECS),"30 Dec - Cebu, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1331456,Technology,,Conference,False,Planning Transformation
"International Research Conference on Arts, Commerce, and Business Management  (IRCACBM)","30 Dec - Cebu, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1331457,Government & Public Sector,,Conference,False,Exploring Solutions
International Conference on Big Data and Smart Computing (ICBDSC),"30 Dec - Cebu, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1331458,Technology,,Conference,False,Planning Transformation
"International Conference on Big Data, Smart Computing and Computer Science (ICBDSCC)","30 Dec - Cebu, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1331461,Technology,,Conference,False,Planning Transformation
"International Conference on Social Science, Language, Literature and Education (ICSSLLE)","30 Dec - Cebu, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1331462,Government & Public Sector,,Conference,False,Exploring Solutions
International Conference on Leadership & Business Management (ICSSLBM),"30 Dec - Cebu, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1331463,Government & Public Sector,,Conference,False,Exploring Solutions
"International Conference on E-Education, E-Business, E-Management and E-Learning (IC4E)","30 Dec - Cebu, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1331464,Government & Public Sector,,Conference,False,Exploring Solutions
International Conference on Commercial Law Studies (ICCLS),"31 Dec - Cebu, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1529812,Government & Public Sector,,Conference,False,Exploring Solutions
"International Conference on Creative Media, Design and Technology (ICCMDT)","28 Dec - Bacolod City, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1516018,Technology,,Conference,False,Planning Transformation
International Conference on Web-based Learning (ICWL),"28 Dec - Bacolod City, Philippines","Educators, Academic professionals, Training managers","Educational advancement, Teaching methodologies, Learning innovation",https://www.conferencealert.com/eventdetail/1526041,Education,,Conference,False,Exploring Solutions
International Conference on Environmental & Food Monitoring (ICEF),"29 Dec - Bacolod City, Philippines","Agricultural professionals, Farmers, Agribusiness executives","Agricultural innovation, Sustainable farming, Market development",https://www.conferencealert.com/eventdetail/1528210,Agriculture,,Conference,False,Needs Immediate Help
International Conference on Foreign Language Education (ICFLE),"30 Jul - Baguio, Philippines","Educators, Academic professionals, Training managers","Educational advancement, Teaching methodologies, Learning innovation",https://www.conferencealert.com/eventdetail/1377909,Education,,Conference,False,Exploring Solutions
International Conference on Media and Film Studies (ICMFS),"31 Jul - Baguio, Philippines","Tourism professionals, Hospitality managers, Travel executives","Tourism development, Hospitality excellence, Market expansion",https://www.conferencealert.com/eventdetail/1480862,Tourism,,Conference,False,Needs Immediate Help
International Conference on Real Estate Management and Valuation (ICRMV),"31 Jul - Baguio, Philippines","Government officials, Policy makers, Public administrators","Policy influence, Governance improvement, Public service enhancement",https://www.conferencealert.com/eventdetail/1480865,Real Estate & Construction,,Conference,False,Exploring Solutions
International Conference on Artificial Intelligence and Robotics (ICAIR),"17 Aug - Baguio, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1380557,Technology,,Conference,False,Planning Transformation
International Conference on Blockchain and Cryptocurrency (ICBC),"17 Aug - Baguio, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1381429,Technology,,Conference,False,Planning Transformation
"International Conference on Biology Education, Natural Science, and Technology (ICBENST)","17 Aug - Baguio, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1455736,Technology,,Conference,False,Planning Transformation
International Conference on Animal Reproduction and Genetics (ICARG),"18 Aug - Baguio, Philippines","Manufacturing executives, Industrial professionals, Engineers","Production optimization, Quality improvement, Innovation",https://www.conferencealert.com/eventdetail/1380614,Manufacturing,,Conference,False,Planning Transformation
International Conference on Neurology and Brain Disorders (ICNBD),"18 Aug - Baguio, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1385891,Technology,,Conference,False,Planning Transformation
International Congress of Behavioral Medicine (ICBM),"18 Aug - Baguio, Philippines","Healthcare professionals, Medical practitioners, Researchers","Medical advancement, Patient care improvement, Research collaboration",https://www.conferencealert.com/eventdetail/1394277,Healthcare,,Congress,False,Planning Transformation
International Conference on Sustainable Globalization (ICSG),"20 Aug - Baguio, Philippines","Tech professionals, IT managers, Developers, Data scientists","Knowledge sharing, Networking, Innovation, Skill development",https://www.conferencealert.com/eventdetail/1482048,Technology,,Conference,False,Planning Transformation
International Conference on Mental Health and Psychiatry (ICMHP),"29 Aug - Baguio, Philippines","Healthcare professionals, Medical practitioners, Researchers","Medical advancement, Patient care improvement, Research collaboration",https://www.conferencealert.com/eventdetail/1447537,Healthcare,,Conference,False,Planning Transformation
